GENE	symbol	PATHWAY	NAME
5606	MAP2K3	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
5607	MAP2K5	hsa04010	MAPK signaling pathway
5607	MAP2K5	hsa04540	Gap junction
5607	MAP2K5	hsa04722	Neurotrophin signaling pathway
5607	MAP2K5	hsa04921	Oxytocin signaling pathway
5607	MAP2K5	hsa05418	Fluid shear stress and atherosclerosis
5608	MAP2K6	hsa04010	MAPK signaling pathway
5608	MAP2K6	hsa04015	Rap1 signaling pathway
5608	MAP2K6	hsa04218	Cellular senescence
5608	MAP2K6	hsa04380	Osteoclast differentiation
5608	MAP2K6	hsa04620	Toll-like receptor signaling pathway
5608	MAP2K6	hsa04664	Fc epsilon RI signaling pathway
5608	MAP2K6	hsa04668	TNF signaling pathway
5608	MAP2K6	hsa04750	Inflammatory mediator regulation of TRP channels
5608	MAP2K6	hsa04912	GnRH signaling pathway
5608	MAP2K6	hsa05014	Amyotrophic lateral sclerosis (ALS)
5608	MAP2K6	hsa05135	Yersinia infection
5608	MAP2K6	hsa05145	Toxoplasmosis
5608	MAP2K6	hsa05161	Hepatitis B
5608	MAP2K6	hsa05163	Human cytomegalovirus infection
5608	MAP2K6	hsa05167	Kaposi sarcoma-associated herpesvirus infection
5608	MAP2K6	hsa05169	Epstein-Barr virus infection
5608	MAP2K6	hsa05170	Human immunodeficiency virus 1 infection
5608	MAP2K6	hsa05235	PD-L1 expression and PD-1 checkpoint pathway in cancer
5608	MAP2K6	hsa05418	Fluid shear stress and atherosclerosis
5609	MAP2K7	hsa04010	MAPK signaling pathway
5609	MAP2K7	hsa04012	ErbB signaling pathway
5609	MAP2K7	hsa04141	Protein processing in endoplasmic reticulum
5609	MAP2K7	hsa04380	Osteoclast differentiation
5609	MAP2K7	hsa04530	Tight junction
5609	MAP2K7	hsa04620	Toll-like receptor signaling pathway
5609	MAP2K7	hsa04660	T cell receptor signaling pathway
5609	MAP2K7	hsa04664	Fc epsilon RI signaling pathway
5609	MAP2K7	hsa04668	TNF signaling pathway
5609	MAP2K7	hsa04722	Neurotrophin signaling pathway
5609	MAP2K7	hsa04912	GnRH signaling pathway
5609	MAP2K7	hsa04926	Relaxin signaling pathway
5609	MAP2K7	hsa05135	Yersinia infection
5609	MAP2K7	hsa05161	Hepatitis B
5609	MAP2K7	hsa05167	Kaposi sarcoma-associated herpesvirus infection
5609	MAP2K7	hsa05169	Epstein-Barr virus infection
5609	MAP2K7	hsa05170	Human immunodeficiency virus 1 infection
5609	MAP2K7	hsa05418	Fluid shear stress and atherosclerosis
57551	TAOK1	hsa04010	MAPK signaling pathway
5778	PTPN7	hsa04010	MAPK signaling pathway
5801	PTPRR	hsa04010	MAPK signaling pathway
5871	MAP4K2	hsa04010	MAPK signaling pathway
5879	RAC1	hsa04010	MAPK signaling pathway
5879	RAC1	hsa04014	Ras signaling pathway
5879	RAC1	hsa04015	Rap1 signaling pathway
5879	RAC1	hsa04024	cAMP signaling pathway
5879	RAC1	hsa04062	Chemokine signaling pathway
5879	RAC1	hsa04071	Sphingolipid signaling pathway
5879	RAC1	hsa04145	Phagosome
5879	RAC1	hsa04151	PI3K-Akt signaling pathway
5879	RAC1	hsa04310	Wnt signaling pathway
5879	RAC1	hsa04360	Axon guidance
5879	RAC1	hsa04370	VEGF signaling pathway
5879	RAC1	hsa04380	Osteoclast differentiation
5879	RAC1	hsa04510	Focal adhesion
5879	RAC1	hsa04520	Adherens junction
5879	RAC1	hsa04530	Tight junction
5879	RAC1	hsa04620	Toll-like receptor signaling pathway
5879	RAC1	hsa04650	Natural killer cell mediated cytotoxicity
5879	RAC1	hsa04662	B cell receptor signaling pathway
5879	RAC1	hsa04664	Fc epsilon RI signaling pathway
5879	RAC1	hsa04666	Fc gamma R-mediated phagocytosis
5879	RAC1	hsa04670	Leukocyte transendothelial migration
5879	RAC1	hsa04722	Neurotrophin signaling pathway
5879	RAC1	hsa04810	Regulation of actin cytoskeleton
5879	RAC1	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
5879	RAC1	hsa04933	AGE-RAGE signaling pathway in diabetic complications
5879	RAC1	hsa04972	Pancreatic secretion
5879	RAC1	hsa05014	Amyotrophic lateral sclerosis (ALS)
5879	RAC1	hsa05100	Bacterial invasion of epithelial cells
5879	RAC1	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
5879	RAC1	hsa05131	Shigellosis
5879	RAC1	hsa05132	Salmonella infection
5879	RAC1	hsa05135	Yersinia infection
5879	RAC1	hsa05163	Human cytomegalovirus infection
5879	RAC1	hsa05167	Kaposi sarcoma-associated herpesvirus infection
5879	RAC1	hsa05169	Epstein-Barr virus infection
5879	RAC1	hsa05170	Human immunodeficiency virus 1 infection
5879	RAC1	hsa05200	Pathways in cancer
5879	RAC1	hsa05203	Viral carcinogenesis
5879	RAC1	hsa05205	Proteoglycans in cancer
5879	RAC1	hsa05210	Colorectal cancer
5879	RAC1	hsa05211	Renal cell carcinoma
5879	RAC1	hsa05212	Pancreatic cancer
5879	RAC1	hsa05231	Choline metabolism in cancer
5879	RAC1	hsa05416	Viral myocarditis
5879	RAC1	hsa05418	Fluid shear stress and atherosclerosis
5880	RAC2	hsa04010	MAPK signaling pathway
5880	RAC2	hsa04014	Ras signaling pathway
5880	RAC2	hsa04015	Rap1 signaling pathway
5880	RAC2	hsa04024	cAMP signaling pathway
5880	RAC2	hsa04062	Chemokine signaling pathway
5880	RAC2	hsa04071	Sphingolipid signaling pathway
5880	RAC2	hsa04310	Wnt signaling pathway
5880	RAC2	hsa04360	Axon guidance
5880	RAC2	hsa04370	VEGF signaling pathway
5880	RAC2	hsa04510	Focal adhesion
5880	RAC2	hsa04520	Adherens junction
5880	RAC2	hsa04650	Natural killer cell mediated cytotoxicity
5880	RAC2	hsa04662	B cell receptor signaling pathway
5880	RAC2	hsa04664	Fc epsilon RI signaling pathway
5880	RAC2	hsa04666	Fc gamma R-mediated phagocytosis
5880	RAC2	hsa04670	Leukocyte transendothelial migration
5880	RAC2	hsa04810	Regulation of actin cytoskeleton
5880	RAC2	hsa05135	Yersinia infection
5880	RAC2	hsa05163	Human cytomegalovirus infection
5880	RAC2	hsa05170	Human immunodeficiency virus 1 infection
5880	RAC2	hsa05200	Pathways in cancer
5880	RAC2	hsa05210	Colorectal cancer
5880	RAC2	hsa05212	Pancreatic cancer
5880	RAC2	hsa05231	Choline metabolism in cancer
5880	RAC2	hsa05416	Viral myocarditis
5880	RAC2	hsa05418	Fluid shear stress and atherosclerosis
5881	RAC3	hsa04010	MAPK signaling pathway
5881	RAC3	hsa04014	Ras signaling pathway
5881	RAC3	hsa04015	Rap1 signaling pathway
5881	RAC3	hsa04024	cAMP signaling pathway
5881	RAC3	hsa04062	Chemokine signaling pathway
5881	RAC3	hsa04071	Sphingolipid signaling pathway
5881	RAC3	hsa04310	Wnt signaling pathway
5881	RAC3	hsa04360	Axon guidance
5881	RAC3	hsa04370	VEGF signaling pathway
5881	RAC3	hsa04510	Focal adhesion
5881	RAC3	hsa04520	Adherens junction
5881	RAC3	hsa04650	Natural killer cell mediated cytotoxicity
5881	RAC3	hsa04662	B cell receptor signaling pathway
5881	RAC3	hsa04664	Fc epsilon RI signaling pathway
5881	RAC3	hsa04810	Regulation of actin cytoskeleton
5881	RAC3	hsa05135	Yersinia infection
5881	RAC3	hsa05163	Human cytomegalovirus infection
5881	RAC3	hsa05170	Human immunodeficiency virus 1 infection
5881	RAC3	hsa05200	Pathways in cancer
5881	RAC3	hsa05210	Colorectal cancer
5881	RAC3	hsa05212	Pancreatic cancer
5881	RAC3	hsa05231	Choline metabolism in cancer
5881	RAC3	hsa05416	Viral myocarditis
5881	RAC3	hsa05418	Fluid shear stress and atherosclerosis
5906	RAP1A	hsa04010	MAPK signaling pathway
5906	RAP1A	hsa04014	Ras signaling pathway
5906	RAP1A	hsa04015	Rap1 signaling pathway
5906	RAP1A	hsa04024	cAMP signaling pathway
5906	RAP1A	hsa04062	Chemokine signaling pathway
5906	RAP1A	hsa04510	Focal adhesion
5906	RAP1A	hsa04530	Tight junction
5906	RAP1A	hsa04611	Platelet activation
5906	RAP1A	hsa04670	Leukocyte transendothelial migration
5906	RAP1A	hsa04720	Long-term potentiation
5906	RAP1A	hsa04722	Neurotrophin signaling pathway
5906	RAP1A	hsa04934	Cushing syndrome
5906	RAP1A	hsa04972	Pancreatic secretion
5906	RAP1A	hsa05211	Renal cell carcinoma
5908	RAP1B	hsa04010	MAPK signaling pathway
5908	RAP1B	hsa04014	Ras signaling pathway
5908	RAP1B	hsa04015	Rap1 signaling pathway
5908	RAP1B	hsa04024	cAMP signaling pathway
5908	RAP1B	hsa04062	Chemokine signaling pathway
5908	RAP1B	hsa04510	Focal adhesion
5908	RAP1B	hsa04611	Platelet activation
5908	RAP1B	hsa04670	Leukocyte transendothelial migration
5908	RAP1B	hsa04720	Long-term potentiation
5908	RAP1B	hsa04722	Neurotrophin signaling pathway
5908	RAP1B	hsa04934	Cushing syndrome
5908	RAP1B	hsa04972	Pancreatic secretion
5908	RAP1B	hsa05211	Renal cell carcinoma
5921	RASA1	hsa04010	MAPK signaling pathway
5921	RASA1	hsa04014	Ras signaling pathway
5921	RASA1	hsa04360	Axon guidance
5922	RASA2	hsa04010	MAPK signaling pathway
5922	RASA2	hsa04014	Ras signaling pathway
5922	RASA2	hsa05203	Viral carcinogenesis
5923	RASGRF1	hsa04010	MAPK signaling pathway
5923	RASGRF1	hsa04014	Ras signaling pathway
5923	RASGRF1	hsa04510	Focal adhesion
5924	RASGRF2	hsa04010	MAPK signaling pathway
5924	RASGRF2	hsa04014	Ras signaling pathway
59283	CACNG8	hsa04010	MAPK signaling pathway
59283	CACNG8	hsa04260	Cardiac muscle contraction
59283	CACNG8	hsa04261	Adrenergic signaling in cardiomyocytes
59283	CACNG8	hsa04921	Oxytocin signaling pathway
59283	CACNG8	hsa05410	Hypertrophic cardiomyopathy (HCM)
59283	CACNG8	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
59283	CACNG8	hsa05414	Dilated cardiomyopathy (DCM)
59284	CACNG7	hsa04010	MAPK signaling pathway
59284	CACNG7	hsa04260	Cardiac muscle contraction
59284	CACNG7	hsa04261	Adrenergic signaling in cardiomyocytes
59284	CACNG7	hsa04921	Oxytocin signaling pathway
59284	CACNG7	hsa05410	Hypertrophic cardiomyopathy (HCM)
59284	CACNG7	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
59284	CACNG7	hsa05414	Dilated cardiomyopathy (DCM)
59285	CACNG6	hsa04010	MAPK signaling pathway
59285	CACNG6	hsa04260	Cardiac muscle contraction
59285	CACNG6	hsa04261	Adrenergic signaling in cardiomyocytes
59285	CACNG6	hsa04921	Oxytocin signaling pathway
59285	CACNG6	hsa05410	Hypertrophic cardiomyopathy (HCM)
59285	CACNG6	hsa05412	Arrhythmogenic right ventricular cardiomyopathy (ARVC)
59285	CACNG6	hsa05414	Dilated cardiomyopathy (DCM)
5971	RELB	hsa04010	MAPK signaling pathway
5971	RELB	hsa04064	NF-kappa B signaling pathway
5971	RELB	hsa04380	Osteoclast differentiation
5971	RELB	hsa04625	C-type lectin receptor signaling pathway
5971	RELB	hsa05166	Human T-cell leukemia virus 1 infection
5971	RELB	hsa05169	Epstein-Barr virus infection
6195	RPS6KA1	hsa04010	MAPK signaling pathway
6195	RPS6KA1	hsa04114	Oocyte meiosis
6195	RPS6KA1	hsa04150	mTOR signaling pathway
6195	RPS6KA1	hsa04714	Thermogenesis
6195	RPS6KA1	hsa04720	Long-term potentiation
6195	RPS6KA1	hsa04722	Neurotrophin signaling pathway
6195	RPS6KA1	hsa04914	Progesterone-mediated oocyte maturation
6195	RPS6KA1	hsa04931	Insulin resistance
6195	RPS6KA1	hsa05135	Yersinia infection
6196	RPS6KA2	hsa04010	MAPK signaling pathway
6196	RPS6KA2	hsa04114	Oocyte meiosis
6196	RPS6KA2	hsa04150	mTOR signaling pathway
6196	RPS6KA2	hsa04714	Thermogenesis
6196	RPS6KA2	hsa04720	Long-term potentiation
6196	RPS6KA2	hsa04722	Neurotrophin signaling pathway
6196	RPS6KA2	hsa04914	Progesterone-mediated oocyte maturation
6196	RPS6KA2	hsa04931	Insulin resistance
6196	RPS6KA2	hsa05135	Yersinia infection
6197	RPS6KA3	hsa04010	MAPK signaling pathway
6197	RPS6KA3	hsa04114	Oocyte meiosis
6197	RPS6KA3	hsa04150	mTOR signaling pathway
6197	RPS6KA3	hsa04714	Thermogenesis
6197	RPS6KA3	hsa04720	Long-term potentiation
6197	RPS6KA3	hsa04722	Neurotrophin signaling pathway
6197	RPS6KA3	hsa04914	Progesterone-mediated oocyte maturation
6197	RPS6KA3	hsa04931	Insulin resistance
6197	RPS6KA3	hsa05135	Yersinia infection
6237	RRAS	hsa04010	MAPK signaling pathway
6237	RRAS	hsa04014	Ras signaling pathway
6237	RRAS	hsa04015	Rap1 signaling pathway
6237	RRAS	hsa04024	cAMP signaling pathway
6237	RRAS	hsa04072	Phospholipase D signaling pathway
6237	RRAS	hsa04137	Mitophagy - animal
6237	RRAS	hsa04140	Autophagy - animal
6237	RRAS	hsa04218	Cellular senescence
6237	RRAS	hsa04360	Axon guidance
6237	RRAS	hsa04371	Apelin signaling pathway
6237	RRAS	hsa04625	C-type lectin receptor signaling pathway
6237	RRAS	hsa04810	Regulation of actin cytoskeleton
6237	RRAS	hsa05205	Proteoglycans in cancer
627	BDNF	hsa04010	MAPK signaling pathway
627	BDNF	hsa04014	Ras signaling pathway
627	BDNF	hsa04024	cAMP signaling pathway
627	BDNF	hsa04151	PI3K-Akt signaling pathway
627	BDNF	hsa04722	Neurotrophin signaling pathway
627	BDNF	hsa05016	Huntington disease
627	BDNF	hsa05030	Cocaine addiction
627	BDNF	hsa05034	Alcoholism
6416	MAP2K4	hsa04010	MAPK signaling pathway
6416	MAP2K4	hsa04012	ErbB signaling pathway
6416	MAP2K4	hsa04620	Toll-like receptor signaling pathway
6416	MAP2K4	hsa04664	Fc epsilon RI signaling pathway
6416	MAP2K4	hsa04668	TNF signaling pathway
6416	MAP2K4	hsa04912	GnRH signaling pathway
6416	MAP2K4	hsa04926	Relaxin signaling pathway
6416	MAP2K4	hsa05120	Epithelial cell signaling in Helicobacter pylori infection
6416	MAP2K4	hsa05135	Yersinia infection
6416	MAP2K4	hsa05142	Chagas disease (American trypanosomiasis)
6416	MAP2K4	hsa05161	Hepatitis B
6416	MAP2K4	hsa05166	Human T-cell leukemia virus 1 infection
6416	MAP2K4	hsa05167	Kaposi sarcoma-associated herpesvirus infection
6416	MAP2K4	hsa05169	Epstein-Barr virus infection
6416	MAP2K4	hsa05418	Fluid shear stress and atherosclerosis
6722	SRF	hsa04010	MAPK signaling pathway
6722	SRF	hsa04022	cGMP-PKG signaling pathway
6722	SRF	hsa05166	Human T-cell leukemia virus 1 infection
6722	SRF	hsa05203	Viral carcinogenesis
6788	STK3	hsa04010	MAPK signaling pathway
6788	STK3	hsa04390	Hippo signaling pathway
6788	STK3	hsa04392	Hippo signaling pathway - multiple species
6789	STK4	hsa04010	MAPK signaling pathway
6789	STK4	hsa04014	Ras signaling pathway
6789	STK4	hsa04068	FoxO signaling pathway
6789	STK4	hsa05200	Pathways in cancer
6789	STK4	hsa05223	Non-small cell lung cancer
6885	MAP3K7	hsa04010	MAPK signaling pathway
6885	MAP3K7	hsa04064	NF-kappa B signaling pathway
6885	MAP3K7	hsa04140	Autophagy - animal
6885	MAP3K7	hsa04152	AMPK signaling pathway
6885	MAP3K7	hsa04310	Wnt signaling pathway
6885	MAP3K7	hsa04380	Osteoclast differentiation
6885	MAP3K7	hsa04520	Adherens junction
6885	MAP3K7	hsa04620	Toll-like receptor signaling pathway
6885	MAP3K7	hsa04621	NOD-like receptor signaling pathway
6885	MAP3K7	hsa04622	RIG-I-like receptor signaling pathway
6885	MAP3K7	hsa04657	IL-17 signaling pathway
6885	MAP3K7	hsa04660	T cell receptor signaling pathway
6885	MAP3K7	hsa04668	TNF signaling pathway
6885	MAP3K7	hsa05135	Yersinia infection
6885	MAP3K7	hsa05140	Leishmaniasis
6885	MAP3K7	hsa05145	Toxoplasmosis
6885	MAP3K7	hsa05161	Hepatitis B
6885	MAP3K7	hsa05162	Measles
6885	MAP3K7	hsa05168	Herpes simplex virus 1 infection
6885	MAP3K7	hsa05169	Epstein-Barr virus infection
6885	MAP3K7	hsa05170	Human immunodeficiency virus 1 infection
6885	MAP3K7	hsa05418	Fluid shear stress and atherosclerosis
7010	TEK	hsa04010	MAPK signaling pathway
7010	TEK	hsa04014	Ras signaling pathway
7010	TEK	hsa04015	Rap1 signaling pathway
7010	TEK	hsa04066	HIF-1 signaling pathway
7010	TEK	hsa04151	PI3K-Akt signaling pathway
7010	TEK	hsa05323	Rheumatoid arthritis
7040	TGFB1	hsa04010	MAPK signaling pathway
7040	TGFB1	hsa04060	Cytokine-cytokine receptor interaction
7040	TGFB1	hsa04068	FoxO signaling pathway
7040	TGFB1	hsa04110	Cell cycle
7040	TGFB1	hsa04218	Cellular senescence
7040	TGFB1	hsa04350	TGF-beta signaling pathway
7040	TGFB1	hsa04380	Osteoclast differentiation
7040	TGFB1	hsa04390	Hippo signaling pathway
7040	TGFB1	hsa04659	Th17 cell differentiation
7040	TGFB1	hsa04672	Intestinal immune network for IgA production
7040	TGFB1	hsa04926	Relaxin signaling pathway
7040	TGFB1	hsa04932	Non-alcoholic fatty liver disease (NAFLD)
7040	TGFB1	hsa04933	AGE-RAGE signaling pathway in diabetic complications
7040	TGFB1	hsa05140	Leishmaniasis
7040	TGFB1	hsa05142	Chagas disease (American trypanosomiasis)
7040	TGFB1	hsa05144	Malaria
7040	TGFB1	hsa05145	Toxoplasmosis
7040	TGFB1	hsa05146	Amoebiasis
7040	TGFB1	hsa05152	Tuberculosis
7040	TGFB1	hsa05161	Hepatitis B
7040	TGFB1	hsa05166	Human T-cell leukemia virus 1 infection
7040	TGFB1	hsa05200	Pathways in cancer
7040	TGFB1	hsa05205	Proteoglycans in cancer
7040	TGFB1	hsa05210	Colorectal cancer
7040	TGFB1	hsa05211	Renal cell carcinoma
7040	TGFB1	hsa05212	Pancreatic cancer
7040	TGFB1	hsa05220	Chronic myeloid leukemia
7040	TGFB1	hsa05225	Hepatocellular carcinoma
7040	TGFB1	hsa05226	Gastric cancer
7040	TGFB1	hsa05321	Inflammatory bowel disease (IBD)
7040	TGFB1	hsa05323	Rheumatoid arthritis
7040	TGFB1	hsa05410	Hypertrophic cardiomyopathy (HCM)
7040	TGFB1	hsa05414	Dilated cardiomyopathy (DCM)
7042	TGFB2	hsa04010	MAPK signaling pathway
7042	TGFB2	hsa04060	Cytokine-cytokine receptor interaction
7042	TGFB2	hsa04068	FoxO signaling pathway
7042	TGFB2	hsa04110	Cell cycle
7042	TGFB2	hsa04218	Cellular senescence
7042	TGFB2	hsa04350	TGF-beta signaling pathway
7042	TGFB2	hsa04380	Osteoclast differentiation
7042	TGFB2	hsa04390	Hippo signaling pathway
7042	TGFB2	hsa04933	AGE-RAGE signaling pathway in diabetic complications
7042	TGFB2	hsa05140	Leishmaniasis
7042	TGFB2	hsa05142	Chagas disease (American trypanosomiasis)
7042	TGFB2	hsa05144	Malaria
7042	TGFB2	hsa05145	Toxoplasmosis
7042	TGFB2	hsa05146	Amoebiasis
7042	TGFB2	hsa05152	Tuberculosis
7042	TGFB2	hsa05161	Hepatitis B
7042	TGFB2	hsa05166	Human T-cell leukemia virus 1 infection
7042	TGFB2	hsa05200	Pathways in cancer
7042	TGFB2	hsa05205	Proteoglycans in cancer
7042	TGFB2	hsa05206	MicroRNAs in cancer
7042	TGFB2	hsa05210	Colorectal cancer
7042	TGFB2	hsa05211	Renal cell carcinoma
7042	TGFB2	hsa05212	Pancreatic cancer
7042	TGFB2	hsa05220	Chronic myeloid leukemia
7042	TGFB2	hsa05225	Hepatocellular carcinoma
7042	TGFB2	hsa05226	Gastric cancer
7042	TGFB2	hsa05321	Inflammatory bowel disease (IBD)
7042	TGFB2	hsa05323	Rheumatoid arthritis
7042	TGFB2	hsa05410	Hypertrophic cardiomyopathy (HCM)
7042	TGFB2	hsa05414	Dilated cardiomyopathy (DCM)
7043	TGFB3	hsa04010	MAPK signaling pathway
7043	TGFB3	hsa04060	Cytokine-cytokine receptor interaction
7043	TGFB3	hsa04068	FoxO signaling pathway
7043	TGFB3	hsa04110	Cell cycle
7043	TGFB3	hsa04218	Cellular senescence
7043	TGFB3	hsa04350	TGF-beta signaling pathway
7043	TGFB3	hsa04390	Hippo signaling pathway
7043	TGFB3	hsa04933	AGE-RAGE signaling pathway in diabetic complications
7043	TGFB3	hsa05140	Leishmaniasis
7043	TGFB3	hsa05142	Chagas disease (American trypanosomiasis)
7043	TGFB3	hsa05144	Malaria
7043	TGFB3	hsa05145	Toxoplasmosis
7043	TGFB3	hsa05146	Amoebiasis
7043	TGFB3	hsa05152	Tuberculosis
7043	TGFB3	hsa05161	Hepatitis B
7043	TGFB3	hsa05166	Human T-cell leukemia virus 1 infection
7043	TGFB3	hsa05200	Pathways in cancer
7043	TGFB3	hsa05210	Colorectal cancer
7043	TGFB3	hsa05211	Renal cell carcinoma
7043	TGFB3	hsa05212	Pancreatic cancer
7043	TGFB3	hsa05220	Chronic myeloid leukemia
7043	TGFB3	hsa05225	Hepatocellular carcinoma
7043	TGFB3	hsa05226	Gastric cancer
7043	TGFB3	hsa05321	Inflammatory bowel disease (IBD)
7043	TGFB3	hsa05323	Rheumatoid arthritis
7043	TGFB3	hsa05410	Hypertrophic cardiomyopathy (HCM)
7043	TGFB3	hsa05414	Dilated cardiomyopathy (DCM)
7046	TGFBR1	hsa04010	MAPK signaling pathway
7046	TGFBR1	hsa04060	Cytokine-cytokine receptor interaction
7046	TGFBR1	hsa04068	FoxO signaling pathway
7046	TGFBR1	hsa04144	Endocytosis
7046	TGFBR1	hsa04218	Cellular senescence
7046	TGFBR1	hsa04350	TGF-beta signaling pathway
7046	TGFBR1	hsa04371	Apelin signaling pathway
7046	TGFBR1	hsa04380	Osteoclast differentiation
7046	TGFBR1	hsa04390	Hippo signaling pathway
7046	TGFBR1	hsa04520	Adherens junction
7046	TGFBR1	hsa04659	Th17 cell differentiation
7046	TGFBR1	hsa04926	Relaxin signaling pathway
7046	TGFBR1	hsa04933	AGE-RAGE signaling pathway in diabetic complications
7046	TGFBR1	hsa05142	Chagas disease (American trypanosomiasis)
7046	TGFBR1	hsa05161	Hepatitis B
7046	TGFBR1	hsa05166	Human T-cell leukemia virus 1 infection
7046	TGFBR1	hsa05200	Pathways in cancer
7046	TGFBR1	hsa05210	Colorectal cancer
7046	TGFBR1	hsa05212	Pancreatic cancer
7046	TGFBR1	hsa05220	Chronic myeloid leukemia
7046	TGFBR1	hsa05225	Hepatocellular carcinoma
7046	TGFBR1	hsa05226	Gastric cancer
7048	TGFBR2	hsa04010	MAPK signaling pathway
7048	TGFBR2	hsa04060	Cytokine-cytokine receptor interaction
7048	TGFBR2	hsa04068	FoxO signaling pathway
7048	TGFBR2	hsa04144	Endocytosis
7048	TGFBR2	hsa04218	Cellular senescence
7048	TGFBR2	hsa04350	TGF-beta signaling pathway
7048	TGFBR2	hsa04380	Osteoclast differentiation
7048	TGFBR2	hsa04390	Hippo signaling pathway
7048	TGFBR2	hsa04520	Adherens junction
7048	TGFBR2	hsa04659	Th17 cell differentiation
7048	TGFBR2	hsa04926	Relaxin signaling pathway
7048	TGFBR2	hsa04933	AGE-RAGE signaling pathway in diabetic complications
7048	TGFBR2	hsa05142	Chagas disease (American trypanosomiasis)
7048	TGFBR2	hsa05161	Hepatitis B
7048	TGFBR2	hsa05166	Human T-cell leukemia virus 1 infection
7048	TGFBR2	hsa05200	Pathways in cancer
7048	TGFBR2	hsa05202	Transcriptional misregulation in cancer
7048	TGFBR2	hsa05210	Colorectal cancer
7048	TGFBR2	hsa05212	Pancreatic cancer
7048	TGFBR2	hsa05220	Chronic myeloid leukemia
7048	TGFBR2	hsa05225	Hepatocellular carcinoma
7048	TGFBR2	hsa05226	Gastric cancer
7132	TNFRSF1A	hsa04010	MAPK signaling pathway
7132	TNFRSF1A	hsa04060	Cytokine-cytokine receptor interaction
7132	TNFRSF1A	hsa04061	Viral protein interaction with cytokine and cytokine receptor
7132	TNFRSF1A	hsa04064	NF-kappa B signaling pathway
7132	TNFRSF1A	hsa04071	Sphingolipid signaling pathway
7132	TNFRSF1A	hsa04150	mTOR signaling pathway
7132	TNFRSF1A	hsa04210	Apoptosis
7132	TNFRSF1A	hsa04215	Apoptosis - multiple species
